bad,mean,good
107.51,149.72,164.66
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
77.64,98.04,196.36
263.34,402.9,444.23
404.16,594.81,680.16
571.38,756.56,860.09
703.02,965.26,971.28
722.67,962.0,1004.06
565.24,772.84,953.03
530.71,786.74,829.05
271.38,578.75,655.1
155.45,381.7,416.71
93.18,132.42,161.55
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
34.32,175.55,196.64
251.51,414.41,441.96
448.34,662.09,695.81
461.17,726.92,867.42
587.65,824.41,977.79
748.33,950.64,1004.55
675.31,906.58,951.23
341.05,725.21,851.85
385.12,586.32,642.8
205.71,392.8,422.8
67.1,131.17,169.54
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
31.73,167.21,201.77
217.04,385.7,457.43
369.78,597.23,696.43
596.91,677.09,861.48
716.93,930.41,970.77
700.23,824.7,1015.62
562.32,869.86,959.05
547.99,573.65,835.63
437.21,574.06,651.15
239.9,344.6,408.65
108.16,144.93,164.7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
43.55,152.28,189.46
232.59,412.3,448.42
415.54,625.19,696.06
522.73,834.35,861.57
704.8,853.08,981.33
701.12,947.41,1019.64
633.9,887.12,966.88
474.41,752.1,833.59
254.49,631.85,644.37
228.54,364.19,410.61
97.06,131.86,168.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
81.69,154.82,190.86
241.19,373.61,441.69
425.74,633.43,687.43
517.82,634.46,870.81
669.94,911.33,983.19
581.65,912.32,1017.29
654.8,803.18,955.46
351.02,756.16,829.2
448.17,619.18,652.53
234.68,325.6,412.71
107.47,152.1,161.55
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
76.29,161.51,188.62
240.22,396.74,457.23
398.44,558.23,677.8
604.85,829.92,878.38
509.86,772.87,982.66
440.87,849.41,1024.01
437.61,941.12,963.62
371.22,692.74,827.71
423.71,624.52,645.52
170.46,297.09,421.66
98.13,138.65,169.19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
23.06,178.89,205.22
97.04,334.45,454.97
448.2,600.06,696.66
502.97,747.7,857.06
639.59,809.88,977.7
750.17,983.52,1007.08
651.27,807.0,976.61
564.53,686.71,825.63
461.14,612.83,643.01
245.08,337.54,421.29
92.1,131.04,163.99
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
75.73,178.58,186.21
263.25,291.04,443.82
376.14,558.38,684.51
291.82,774.51,876.13
613.6,928.88,984.77
637.93,969.57,1021.1
493.36,920.92,968.22
358.37,742.0,842.28
453.11,608.97,646.94
195.42,371.91,414.38
102.38,157.84,160.48
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
66.36,182.82,194.73
195.22,402.02,461.17
458.0,557.05,677.33
548.72,812.6,879.87
654.33,961.82,978.86
525.39,1002.59,1026.81
635.96,805.21,957.3
406.59,776.63,848.7
322.05,634.66,639.07
259.65,288.04,418.7
97.62,154.13,161.41
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
84.67,162.19,200.34
240.83,411.69,440.25
348.02,532.54,685.69
534.47,824.08,875.93
706.28,834.66,988.78
609.31,998.41,1020.49
535.67,845.02,962.26
538.12,783.38,831.78
438.96,577.92,639.85
251.69,396.35,408.55
95.94,123.45,166.44
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
84.05,126.56,187.05
197.36,328.63,446.94
446.73,625.24,694.78
585.13,749.64,858.57
659.51,776.14,971.12
470.75,787.75,1016.54
601.32,829.15,960.77
557.15,623.01,842.51
458.06,580.64,645.39
215.73,379.2,417.52
67.29,131.27,161.94
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
87.03,167.81,194.75
240.29,356.02,449.87
447.42,659.99,693.81
471.24,818.0,865.81
