bad,mean,good
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.41,23.62,35.84
93.38,199.61,248.15
308.46,438.38,520.09
439.53,662.57,741.99
720.49,896.63,910.76
806.94,941.12,1028.34
824.25,885.74,1037.88
739.06,947.32,956.37
608.47,778.97,818.58
427.24,570.13,619.21
161.01,283.62,362.1
60.94,82.56,116.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.2,19.62,31.06
153.95,242.86,253.41
356.56,489.11,510.51
502.56,716.01,746.24
703.73,876.31,927.11
796.72,987.51,1005.4
749.1,968.54,1022.16
706.37,907.85,957.97
501.93,722.59,813.11
423.0,508.54,622.98
235.45,354.74,372.03
69.56,109.81,116.58
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.9,24.45,28.27
136.02,198.82,258.5
354.48,382.62,508.33
522.95,659.97,740.12
671.12,805.09,924.37
779.68,882.64,999.61
816.82,1006.13,1019.64
726.86,858.09,960.1
626.22,631.66,824.19
418.91,575.56,605.4
231.12,287.87,370.98
42.72,111.78,121.0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.67,26.29,32.75
109.16,190.84,248.4
203.24,492.3,508.32
576.2,603.2,751.23
690.3,811.5,905.96
764.45,966.87,999.89
719.37,835.19,1037.61
640.09,946.19,973.88
520.72,661.85,811.04
409.28,594.83,610.59
224.94,292.36,364.62
68.42,104.89,121.38
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.11,23.31,28.23
119.36,241.02,254.56
350.69,492.26,511.18
429.67,681.2,743.69
736.26,872.46,918.07
802.39,972.69,1022.33
581.78,991.25,1036.43
697.36,932.39,957.04
573.14,695.73,821.86
328.15,525.39,609.87
191.33,334.34,368.41
31.09,97.93,115.28
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
